COD_MUERTE;SEXO;MES;Muertes;Código de la CIE-10 cuatro caracteres;Descripcion  de códigos mortalidad a cuatro caracteres
D443;Femenino;11;2;D443;Tumor de comportamiento incierto o desconocido de la glandula hipofisis
D443;Femenino;12;1;D443;Tumor de comportamiento incierto o desconocido de la glandula hipofisis
D444;Masculino;2;3;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Masculino;7;1;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Masculino;8;1;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Masculino;10;1;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Masculino;11;2;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Femenino;1;3;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Femenino;4;2;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Femenino;5;1;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Femenino;7;5;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D444;Femenino;8;1;D444;Tumor de comportamiento incierto o desconocido del conducto craneofaringeo
D445;Masculino;2;1;D445;Tumor de comportamiento incierto o desconocido de la glandula pineal
D445;Masculino;7;1;D445;Tumor de comportamiento incierto o desconocido de la glandula pineal
D445;Femenino;1;1;D445;Tumor de comportamiento incierto o desconocido de la glandula pineal
D445;Femenino;6;1;D445;Tumor de comportamiento incierto o desconocido de la glandula pineal
D446;Femenino;4;1;D446;Tumor de comportamiento incierto o desconocido del cuerpo carotideo
D446;Femenino;12;1;D446;Tumor de comportamiento incierto o desconocido del cuerpo carotideo
D449;Femenino;3;1;D449;Tumor de comportamiento incierto o desconocido de glandula endocrina no especificada
D45;Masculino;3;1;;
D45;Masculino;4;1;;
D45;Masculino;7;1;;
D45;Masculino;10;1;;
D45;Femenino;1;2;;
D45;Femenino;2;1;;
D45;Femenino;3;1;;
D462;Masculino;7;1;D462;Anemia refractaria con exceso de blastos [AREB]
D464;Masculino;2;1;D464;Anemia refractaria, sin otra especificacion
D464;Masculino;3;1;D464;Anemia refractaria, sin otra especificacion
D464;Masculino;5;1;D464;Anemia refractaria, sin otra especificacion
D464;Masculino;11;1;D464;Anemia refractaria, sin otra especificacion
D464;Femenino;10;1;D464;Anemia refractaria, sin otra especificacion
D467;Femenino;3;1;D467;Otros sindromes mielodisplasicos
D469;Masculino;1;17;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;2;14;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;3;14;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;4;12;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;5;19;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;6;16;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;7;17;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;8;13;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;9;16;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;10;20;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;11;12;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Masculino;12;12;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;1;6;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;2;11;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;3;10;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;4;11;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;5;11;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;6;10;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;7;8;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;8;20;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;9;8;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;10;12;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;11;15;D469;Sindrome mielodisplasico, sin otra especificacion
D469;Femenino;12;6;D469;Sindrome mielodisplasico, sin otra especificacion
D471;Masculino;1;9;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;2;4;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;3;4;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;4;1;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;5;4;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;6;1;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;7;2;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;8;4;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;9;6;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;10;4;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;11;6;D471;Enfermedad mieloproliferativa cronica
D471;Masculino;12;6;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;1;1;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;3;1;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;4;4;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;6;2;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;7;3;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;8;4;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;9;5;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;10;3;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;11;5;D471;Enfermedad mieloproliferativa cronica
D471;Femenino;12;4;D471;Enfermedad mieloproliferativa cronica
D472;Masculino;1;1;D472;Gammopatia monoclonal de significado incierto [GMSI]
D472;Masculino;7;1;D472;Gammopatia monoclonal de significado incierto [GMSI]
D472;Masculino;8;2;D472;Gammopatia monoclonal de significado incierto [GMSI]
D472;Masculino;12;1;D472;Gammopatia monoclonal de significado incierto [GMSI]
D472;Femenino;2;2;D472;Gammopatia monoclonal de significado incierto [GMSI]
D472;Femenino;9;1;D472;Gammopatia monoclonal de significado incierto [GMSI]
D472;Femenino;12;1;D472;Gammopatia monoclonal de significado incierto [GMSI]
D473;Masculino;3;1;D473;Trombocitemia (hemorragica) esencial
D473;Masculino;6;1;D473;Trombocitemia (hemorragica) esencial
D473;Femenino;1;2;D473;Trombocitemia (hemorragica) esencial
D473;Femenino;2;1;D473;Trombocitemia (hemorragica) esencial
D473;Femenino;5;1;D473;Trombocitemia (hemorragica) esencial
D473;Femenino;7;1;D473;Trombocitemia (hemorragica) esencial
D473;Femenino;8;2;D473;Trombocitemia (hemorragica) esencial
D474;Masculino;2;2;D474;Osteomielofibrosis
D474;Masculino;3;1;D474;Osteomielofibrosis
D474;Masculino;4;1;D474;Osteomielofibrosis
D474;Masculino;7;1;D474;Osteomielofibrosis
D474;Masculino;9;1;D474;Osteomielofibrosis
D474;Masculino;10;1;D474;Osteomielofibrosis
D474;Masculino;11;3;D474;Osteomielofibrosis
D474;Masculino;12;2;D474;Osteomielofibrosis
D474;Femenino;3;2;D474;Osteomielofibrosis
D474;Femenino;7;1;D474;Osteomielofibrosis
D474;Femenino;9;2;D474;Osteomielofibrosis
D474;Femenino;12;2;D474;Osteomielofibrosis
D475;Femenino;6;1;D475;Leucemia eosinofílica crónica [síndrome hipereosinofílico]
D477;Masculino;7;1;D477;Otros tumores especificados de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines
D477;Masculino;8;3;D477;Otros tumores especificados de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines
D477;Masculino;9;1;D477;Otros tumores especificados de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines
D477;Femenino;3;1;D477;Otros tumores especificados de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines
D477;Femenino;5;1;D477;Otros tumores especificados de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines
D479;Masculino;1;6;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;2;5;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;3;6;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;4;6;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;5;12;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;6;6;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;7;7;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;8;13;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;9;6;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;10;7;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;11;9;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Masculino;12;11;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;1;6;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;2;5;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;3;3;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;4;5;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;5;7;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;6;8;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;7;8;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;8;11;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;9;1;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;10;5;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;11;8;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D479;Femenino;12;10;D479;Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados
D480;Masculino;1;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;2;2;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;3;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;4;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;5;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;6;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;7;4;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;8;3;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;11;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Masculino;12;3;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;3;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;4;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;6;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;7;2;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;9;3;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;10;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;11;1;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D480;Femenino;12;2;D480;Tumor de comportamiento incierto o desconocido del hueso y cartilago articular
D481;Masculino;2;1;D481;Tumor de comportamiento incierto o desconocido del tejido conjuntivo y otro tejido blando
